userId,recommendId
9.0,4973.0
9.0,5618.0
9.0,6870.0
9.0,5669.0
9.0,4995.0
9.0,4878.0
9.0,4306.0
9.0,4223.0
9.0,1203.0
9.0,2959.0
9.0,6874.0
9.0,7438.0
9.0,4022.0
9.0,48516.0
9.0,6016.0
9.0,1207.0
9.0,1619.0
9.0,4034.0
9.0,2692.0
9.0,48394.0
9.0,778.0
9.0,30749.0
9.0,1193.0
9.0,7153.0
9.0,31658.0
9.0,431.0
9.0,6350.0
9.0,2858.0
9.0,2291.0
9.0,8873.0
9.0,4963.0
9.0,3000.0
9.0,1258.0
9.0,1835.0
9.0,7147.0
9.0,6377.0
9.0,5995.0
10.0,4141.0
10.0,33677.0
10.0,5941.0
10.0,48520.0
10.0,33495.0
10.0,43917.0
10.0,42728.0
10.0,49910.0
10.0,51575.0
10.0,5480.0
10.0,7379.0
10.0,58839.0
10.0,34334.0
10.0,27837.0
10.0,4900.0
10.0,4721.0
10.0,52712.0
10.0,8362.0
10.0,5108.0
10.0,48161.0
10.0,58876.0
10.0,5524.0
10.0,2888.0
10.0,49793.0
10.0,31225.0
10.0,7161.0
10.0,8836.0
10.0,33672.0
10.0,40339.0
10.0,56379.0
10.0,43556.0
10.0,66665.0
10.0,6374.0
10.0,47122.0
10.0,7257.0
10.0,55768.0
10.0,37739.0
10.0,4248.0
10.0,49824.0
10.0,5296.0
10.0,44840.0
10.0,8908.0
10.0,55267.0
10.0,5159.0
10.0,4649.0
10.0,41573.0
10.0,4265.0
10.0,50158.0
10.0,5563.0
10.0,5106.0
11.0,8033.0
11.0,665.0
11.0,2931.0
11.0,6433.0
11.0,2843.0
11.0,9010.0
11.0,27266.0
11.0,40955.0
11.0,7396.0
11.0,30803.0
11.0,8014.0
11.0,170705.0
11.0,3307.0
11.0,55442.0
11.0,31410.0
11.0,8724.0
11.0,48997.0
11.0,935.0
11.0,6777.0
11.0,27803.0
11.0,7327.0
11.0,27186.0
11.0,3822.0
11.0,44555.0
11.0,8748.0
11.0,3569.0
11.0,7256.0
11.0,27834.0
11.0,48744.0
11.0,8973.0
11.0,5608.0
11.0,7156.0
11.0,1281.0
11.0,6985.0
11.0,6869.0
11.0,5613.0
11.0,8254.0
11.0,6350.0
11.0,3306.0
11.0,48638.0
11.0,50842.0
11.0,7486.0
11.0,4383.0
11.0,27741.0
11.0,27815.0
11.0,34437.0
11.0,3310.0
11.0,3553.0
11.0,5319.0
11.0,55069.0
12.0,95654.0
12.0,118888.0
12.0,64034.0
12.0,26903.0
12.0,159817.0
12.0,171011.0
12.0,63062.0
12.0,67788.0
12.0,2495.0
12.0,6763.0
12.0,117533.0
12.0,120478.0
12.0,26340.0
12.0,100553.0
12.0,69529.0
12.0,100383.0
12.0,1111.0
12.0,101962.0
12.0,177593.0
12.0,99149.0
12.0,85736.0
12.0,60950.0
12.0,69644.0
12.0,89774.0
12.0,99145.0
12.0,42191.0
12.0,58425.0
12.0,117881.0
12.0,64716.0
12.0,32657.0
12.0,137337.0
12.0,127052.0
12.0,90647.0
12.0,71033.0
12.0,26183.0
12.0,96020.0
12.0,65261.0
12.0,150548.0
12.0,133712.0
12.0,83132.0
12.0,51037.0
12.0,62439.0
12.0,112006.0
12.0,26184.0
12.0,3553.0
12.0,107141.0
12.0,25771.0
12.0,163645.0
12.0,65216.0
12.0,73023.0
13.0,73323.0
13.0,79553.0
13.0,74545.0
13.0,74510.0
13.0,71379.0
13.0,7001.0
13.0,140956.0
13.0,90439.0
13.0,187593.0
13.0,71135.0
13.0,8340.0
13.0,136864.0
13.0,31364.0
13.0,101362.0
13.0,90345.0
13.0,56801.0
13.0,152077.0
13.0,1892.0
13.0,112171.0
13.0,122912.0
13.0,112515.0
13.0,58301.0
13.0,103339.0
13.0,96811.0
13.0,179401.0
13.0,175303.0
13.0,105585.0
13.0,113573.0
13.0,168266.0
13.0,91485.0
13.0,86298.0
13.0,99813.0
13.0,82667.0
13.0,62336.0
13.0,103253.0
13.0,65514.0
13.0,6808.0
13.0,135133.0
13.0,56156.0
13.0,148671.0
13.0,168250.0
13.0,81417.0
13.0,40148.0
13.0,1241.0
13.0,144976.0
13.0,103688.0
13.0,1979.0
13.0,89840.0
13.0,105197.0
13.0,91535.0
14.0,7115.0
14.0,6063.0
14.0,7587.0
14.0,2925.0
14.0,6666.0
14.0,26578.0
14.0,4439.0
14.0,2131.0
14.0,1809.0
14.0,3415.0
14.0,7327.0
14.0,2677.0
14.0,2351.0
14.0,7063.0
14.0,5628.0
14.0,4552.0
14.0,1289.0
14.0,7008.0
14.0,4392.0
14.0,4708.0
14.0,3224.0
14.0,3089.0
14.0,3553.0
14.0,123.0
14.0,7206.0
14.0,8195.0
14.0,1273.0
14.0,2789.0
14.0,3728.0
14.0,1419.0
14.0,8033.0
14.0,1844.0
14.0,7209.0
14.0,8270.0
14.0,4289.0
14.0,4529.0
14.0,2360.0
14.0,2593.0
14.0,1260.0
14.0,2859.0
14.0,3627.0
14.0,3655.0
14.0,6885.0
14.0,714.0
14.0,506.0
14.0,6270.0
14.0,6433.0
14.0,2708.0
14.0,2283.0
14.0,4628.0
15.0,1184.0
15.0,1295.0
15.0,3649.0
15.0,800.0
15.0,2926.0
15.0,1414.0
15.0,2827.0
15.0,2073.0
15.0,1301.0
15.0,627.0
15.0,194.0
15.0,2303.0
15.0,3167.0
15.0,3153.0
15.0,326.0
15.0,3035.0
15.0,1280.0
15.0,3426.0
15.0,2917.0
15.0,334.0
15.0,4178.0
15.0,2682.0
15.0,1131.0
15.0,3473.0
15.0,1948.0
15.0,2752.0
15.0,1964.0
15.0,1956.0
15.0,3814.0
15.0,2065.0
15.0,1176.0
15.0,4605.0
15.0,3811.0
15.0,1633.0
15.0,1264.0
15.0,1596.0
15.0,2202.0
15.0,4037.0
15.0,3185.0
15.0,1927.0
15.0,1179.0
15.0,3046.0
15.0,1406.0
15.0,1533.0
15.0,1056.0
15.0,2731.0
15.0,4424.0
15.0,2290.0
15.0,190.0
15.0,2359.0
16.0,163645.0
16.0,177593.0
16.0,58425.0
16.0,170705.0
16.0,96488.0
16.0,7460.0
16.0,55280.0
16.0,52952.0
16.0,3553.0
16.0,95654.0
16.0,32898.0
16.0,67997.0
16.0,48082.0
16.0,4794.0
16.0,55276.0
16.0,150548.0
16.0,60766.0
16.0,174055.0
16.0,2495.0
16.0,112290.0
16.0,32657.0
16.0,55247.0
16.0,45730.0
16.0,9010.0
16.0,159817.0
16.0,69644.0
16.0,60950.0
16.0,55363.0
16.0,120478.0
16.0,2931.0
16.0,71899.0
16.0,105844.0
16.0,8033.0
16.0,71033.0
16.0,665.0
16.0,171011.0
16.0,89864.0
16.0,59387.0
16.0,85774.0
16.0,6063.0
16.0,106100.0
16.0,7115.0
16.0,6301.0
16.0,64620.0
16.0,85736.0
16.0,86320.0
16.0,63876.0
16.0,37731.0
16.0,67255.0
16.0,69529.0
17.0,8977.0
17.0,58105.0
17.0,109846.0
17.0,63853.0
17.0,7155.0
17.0,26444.0
17.0,26614.0
17.0,26528.0
17.0,33779.0
17.0,71462.0
17.0,97866.0
17.0,1046.0
17.0,45668.0
17.0,177765.0
17.0,74530.0
17.0,101765.0
17.0,27416.0
17.0,65685.0
17.0,33145.0
17.0,38798.0
17.0,7294.0
17.0,170697.0
17.0,26606.0
17.0,142115.0
17.0,53956.0
17.0,26471.0
17.0,8982.0
17.0,94810.0
17.0,88448.0
17.0,45503.0
17.0,94015.0
17.0,85885.0
17.0,213.0
17.0,135532.0
17.0,104303.0
17.0,76173.0
17.0,135436.0
17.0,27368.0
17.0,62344.0
17.0,84189.0
17.0,58303.0
17.0,33893.0
17.0,104272.0
17.0,73290.0
17.0,172591.0
17.0,72554.0
17.0,109971.0
17.0,27370.0
17.0,581.0
17.0,72407.0
18.0,2708.0
18.0,461.0
18.0,4741.0
18.0,2859.0
18.0,2593.0
18.0,3655.0
18.0,2283.0
18.0,506.0
18.0,4628.0
18.0,1176.0
18.0,4424.0
18.0,2677.0
18.0,4428.0
18.0,6666.0
18.0,4529.0
18.0,2239.0
18.0,2732.0
18.0,3626.0
18.0,2789.0
18.0,3470.0
18.0,4690.0
18.0,1612.0
18.0,1280.0
18.0,3224.0
18.0,645.0
18.0,7008.0
18.0,3426.0
18.0,627.0
18.0,2351.0
18.0,4439.0
18.0,2131.0
18.0,1927.0
18.0,47261.0
18.0,8195.0
18.0,1948.0
18.0,4289.0
18.0,4146.0
18.0,5637.0
18.0,1809.0
18.0,1844.0
18.0,1949.0
18.0,1365.0
18.0,6987.0
18.0,8270.0
18.0,6885.0
18.0,3067.0
18.0,26258.0
18.0,1571.0
18.0,4552.0
18.0,1554.0
19.0,4027.0
19.0,1619.0
19.0,2692.0
19.0,6016.0
19.0,3996.0
19.0,4848.0
19.0,3949.0
19.0,6870.0
19.0,7099.0
19.0,4034.0
19.0,5669.0
19.0,1207.0
19.0,1247.0
19.0,4226.0
19.0,5618.0
19.0,2712.0
19.0,4973.0
19.0,34437.0
19.0,4223.0
19.0,3462.0
19.0,1466.0
19.0,4878.0
19.0,6350.0
19.0,1203.0
19.0,4979.0
19.0,5690.0
19.0,3000.0
19.0,2324.0
19.0,1704.0
19.0,5617.0
19.0,1961.0
19.0,1175.0
19.0,778.0
19.0,1206.0
19.0,1281.0
19.0,1230.0
19.0,44555.0
19.0,750.0
19.0,912.0
19.0,431.0
19.0,2019.0
19.0,4239.0
19.0,3160.0
19.0,1682.0
19.0,7361.0
19.0,922.0
19.0,6440.0
19.0,2291.0
19.0,1246.0
19.0,5225.0
20.0,2739.0
20.0,1734.0
20.0,1949.0
20.0,58.0
20.0,1305.0
20.0,3470.0
20.0,2357.0
20.0,2732.0
20.0,2239.0
20.0,5187.0
20.0,365.0
20.0,2333.0
20.0,5008.0
20.0,3067.0
20.0,1446.0
20.0,1365.0
20.0,306.0
20.0,4741.0
20.0,1280.0
20.0,1306.0
20.0,446.0
20.0,4727.0
20.0,2670.0
20.0,68.0
20.0,1296.0
20.0,154.0
20.0,1554.0
20.0,3302.0
20.0,3528.0
20.0,1571.0
20.0,2112.0
20.0,5319.0
20.0,2708.0
20.0,6684.0
20.0,7089.0
20.0,2593.0
20.0,4529.0
20.0,4146.0
20.0,8973.0
20.0,4381.0
20.0,246.0
20.0,6786.0
20.0,4628.0
20.0,1844.0
20.0,232.0
20.0,5747.0
20.0,2764.0
20.0,7018.0
20.0,31923.0
20.0,2859.0
21.0,4901.0
21.0,4370.0
21.0,3081.0
21.0,3052.0
21.0,4874.0
21.0,3745.0
21.0,5464.0
21.0,2294.0
21.0,2005.0
21.0,3977.0
21.0,1517.0
21.0,2078.0
21.0,4571.0
21.0,6947.0
21.0,2657.0
21.0,4776.0
21.0,2761.0
21.0,1485.0
21.0,3751.0
21.0,18.0
21.0,3994.0
21.0,6323.0
21.0,919.0
21.0,2081.0
21.0,4734.0
21.0,6796.0
21.0,2797.0
21.0,30810.0
21.0,3510.0
21.0,5502.0
21.0,1032.0
21.0,3499.0
21.0,4975.0
21.0,2987.0
21.0,8784.0
21.0,6242.0
21.0,2502.0
21.0,1923.0
21.0,5630.0
21.0,2124.0
21.0,3033.0
21.0,2804.0
21.0,3034.0
21.0,3301.0
21.0,6378.0
21.0,1408.0
21.0,3755.0
21.0,3798.0
21.0,3863.0
21.0,2231.0
22.0,3392.0
22.0,611.0
22.0,3506.0
22.0,426.0
22.0,164.0
22.0,4042.0
22.0,3557.0
22.0,2504.0
22.0,580.0
22.0,1975.0
22.0,1346.0
22.0,1919.0
22.0,2497.0
22.0,2057.0
22.0,3685.0
22.0,3395.0
22.0,2122.0
22.0,2043.0
22.0,3063.0
22.0,3500.0
22.0,2639.0
22.0,2475.0
22.0,3985.0
22.0,1395.0
22.0,3074.0
22.0,2136.0
22.0,3519.0
22.0,1518.0
22.0,1497.0
22.0,1971.0
22.0,3153.0
22.0,3706.0
22.0,3769.0
22.0,81.0
22.0,2135.0
22.0,3584.0
22.0,707.0
22.0,1397.0
22.0,2344.0
22.0,187.0
22.0,674.0
22.0,2151.0
22.0,85.0
22.0,3846.0
22.0,1976.0
22.0,436.0
22.0,2827.0
22.0,2956.0
22.0,1733.0
22.0,5497.0
23.0,27563.0
23.0,49932.0
23.0,8838.0
23.0,60333.0
23.0,52644.0
23.0,6978.0
23.0,3266.0
23.0,70728.0
23.0,82667.0
23.0,62250.0
23.0,5772.0
23.0,112515.0
23.0,7001.0
23.0,2810.0
23.0,61236.0
23.0,71135.0
23.0,65982.0
23.0,31364.0
23.0,27592.0
23.0,142448.0
23.0,7419.0
23.0,3943.0
23.0,27397.0
23.0,103688.0
23.0,58301.0
23.0,8340.0
23.0,1202.0
23.0,168250.0
23.0,42632.0
23.0,64993.0
23.0,90600.0
23.0,8253.0
23.0,81132.0
23.0,144976.0
23.0,101088.0
23.0,1241.0
23.0,4794.0
23.0,407.0
23.0,54372.0
23.0,7206.0
23.0,5909.0
23.0,85788.0
23.0,4725.0
23.0,1128.0
23.0,6818.0
23.0,40412.0
23.0,52319.0
23.0,80831.0
23.0,103075.0
23.0,134214.0
24.0,5570.0
24.0,1131.0
24.0,1132.0
24.0,2618.0
24.0,501.0
24.0,6975.0
24.0,1361.0
24.0,2696.0
24.0,6987.0
24.0,678.0
24.0,2739.0
24.0,1123.0
24.0,4406.0
24.0,2330.0
24.0,2905.0
24.0,1860.0
24.0,1306.0
24.0,6989.0
24.0,1483.0
24.0,4273.0
24.0,1056.0
24.0,26258.0
24.0,4178.0
24.0,4381.0
24.0,718.0
24.0,6461.0
24.0,1446.0
24.0,3728.0
24.0,6460.0
24.0,73344.0
24.0,89759.0
24.0,2624.0
24.0,7056.0
24.0,3559.0
24.0,86781.0
24.0,1150.0
24.0,8582.0
24.0,283.0
24.0,869.0
24.0,26131.0
24.0,3679.0
24.0,5637.0
24.0,7063.0
24.0,2511.0
24.0,299.0
24.0,213.0
24.0,6612.0
24.0,3055.0
24.0,5782.0
24.0,760.0
25.0,1225.0
25.0,4235.0
25.0,194.0
25.0,1296.0
25.0,1280.0
25.0,1927.0
25.0,1086.0
25.0,8228.0
25.0,3067.0
25.0,1172.0
25.0,2712.0
25.0,922.0
25.0,2360.0
25.0,111.0
25.0,912.0
25.0,1230.0
25.0,1247.0
25.0,3089.0
25.0,319.0
25.0,3083.0
25.0,1175.0
25.0,1960.0
25.0,800.0
25.0,2467.0
25.0,306.0
25.0,1260.0
25.0,5008.0
25.0,1041.0
25.0,58.0
25.0,904.0
25.0,1466.0
25.0,2160.0
25.0,1211.0
25.0,3470.0
25.0,3462.0
25.0,154.0
25.0,2351.0
25.0,4914.0
25.0,3730.0
25.0,2692.0
25.0,4427.0
25.0,1284.0
25.0,3742.0
25.0,3152.0
25.0,2739.0
25.0,1809.0
25.0,2318.0
25.0,2336.0
25.0,1263.0
25.0,954.0
26.0,27722.0
26.0,3943.0
26.0,7587.0
26.0,1273.0
26.0,6063.0
26.0,7419.0
26.0,6001.0
26.0,7460.0
26.0,3925.0
26.0,1209.0
26.0,4437.0
26.0,1279.0
26.0,8838.0
26.0,3521.0
26.0,97.0
26.0,7115.0
26.0,714.0
26.0,1232.0
26.0,61236.0
26.0,6440.0
26.0,8042.0
26.0,1289.0
26.0,4794.0
26.0,2810.0
26.0,2925.0
26.0,1227.0
26.0,6214.0
26.0,3246.0
26.0,1178.0
26.0,27773.0
26.0,1245.0
26.0,55280.0
26.0,3089.0
26.0,77455.0
26.0,49932.0
26.0,7063.0
26.0,58425.0
26.0,56782.0
26.0,1237.0
26.0,1175.0
26.0,32898.0
26.0,52952.0
26.0,60766.0
26.0,3462.0
26.0,26578.0
26.0,1147.0
26.0,3742.0
26.0,1202.0
26.0,6774.0
26.0,7206.0
27.0,30749.0
27.0,5995.0
27.0,6104.0
27.0,4973.0
27.0,5014.0
27.0,8873.0
27.0,6350.0
27.0,31658.0
27.0,6870.0
27.0,1246.0
27.0,2324.0
27.0,37741.0
27.0,27803.0
27.0,6953.0
27.0,1835.0
27.0,307.0
27.0,27815.0
27.0,55442.0
27.0,7361.0
27.0,1293.0
27.0,1961.0
27.0,914.0
27.0,7256.0
27.0,1281.0
27.0,5669.0
27.0,4995.0
27.0,1693.0
27.0,3310.0
27.0,3307.0
27.0,8973.0
27.0,33660.0
27.0,308.0
27.0,39183.0
27.0,5878.0
27.0,7156.0
27.0,8014.0
27.0,1416.0
27.0,7158.0
27.0,7371.0
27.0,6591.0
27.0,33903.0
27.0,31410.0
27.0,5225.0
27.0,3088.0
27.0,306.0
27.0,4720.0
27.0,7147.0
27.0,3306.0
27.0,7018.0
27.0,7099.0
28.0,6300.0
28.0,5570.0
28.0,62250.0
28.0,6808.0
28.0,2905.0
28.0,7001.0
28.0,85354.0
28.0,175303.0
28.0,47491.0
28.0,81417.0
28.0,718.0
28.0,1892.0
28.0,64197.0
28.0,86345.0
28.0,1979.0
28.0,680.0
28.0,134214.0
28.0,8340.0
28.0,146656.0
28.0,8253.0
28.0,1202.0
28.0,52319.0
28.0,104069.0
28.0,161127.0
28.0,143969.0
28.0,128620.0
28.0,158966.0
28.0,2696.0
28.0,73344.0
28.0,8582.0
28.0,501.0
28.0,64501.0
28.0,64499.0
28.0,140627.0
28.0,158027.0
28.0,86347.0
28.0,1860.0
28.0,4406.0
28.0,6975.0
28.0,173925.0
28.0,6818.0
28.0,3679.0
28.0,92535.0
28.0,25788.0
28.0,27850.0
28.0,163985.0
28.0,185135.0
28.0,7925.0
28.0,103688.0
28.0,85342.0
29.0,2843.0
29.0,8014.0
29.0,31410.0
29.0,665.0
29.0,44555.0
29.0,2931.0
29.0,6350.0
29.0,27266.0
29.0,170705.0
29.0,7396.0
29.0,40955.0
29.0,4973.0
29.0,8873.0
29.0,31658.0
29.0,3307.0
29.0,5608.0
29.0,7099.0
29.0,105844.0
29.0,8033.0
29.0,48997.0
29.0,9010.0
29.0,55442.0
29.0,6433.0
29.0,30803.0
29.0,34437.0
29.0,55247.0
29.0,6016.0
29.0,30749.0
29.0,116897.0
29.0,159817.0
29.0,7327.0
29.0,1281.0
29.0,7361.0
29.0,27803.0
29.0,8254.0
29.0,48394.0
29.0,3949.0
29.0,7460.0
29.0,33660.0
29.0,6870.0
29.0,5618.0
29.0,1111.0
29.0,4383.0
29.0,27815.0
29.0,7256.0
29.0,48082.0
29.0,7323.0
29.0,32657.0
29.0,26776.0
29.0,2324.0
30.0,40414.0
30.0,5504.0
30.0,45732.0
30.0,8695.0
30.0,25856.0
30.0,27790.0
30.0,2847.0
30.0,8530.0
30.0,7164.0
30.0,39449.0
30.0,5238.0
30.0,6412.0
30.0,8600.0
30.0,25827.0
30.0,7054.0
30.0,63876.0
30.0,56607.0
30.0,31694.0
30.0,7064.0
30.0,8916.0
30.0,1936.0
30.0,25937.0
30.0,8609.0
30.0,5415.0
30.0,7078.0
30.0,2205.0
30.0,7440.0
30.0,3364.0
30.0,6856.0
30.0,55253.0
30.0,6345.0
30.0,27731.0
30.0,33639.0
30.0,7669.0
30.0,40946.0
30.0,5963.0
30.0,27878.0
30.0,7297.0
30.0,8341.0
30.0,8373.0
30.0,4347.0
30.0,49647.0
30.0,34271.0
30.0,5279.0
30.0,111921.0
30.0,7932.0
30.0,7080.0
30.0,5613.0
30.0,6291.0
30.0,25750.0
31.0,74545.0
31.0,90439.0
31.0,73323.0
31.0,101362.0
31.0,71379.0
31.0,74510.0
31.0,187593.0
31.0,168266.0
31.0,162606.0
31.0,78349.0
31.0,79553.0
31.0,86298.0
31.0,96811.0
31.0,56801.0
31.0,103339.0
31.0,90345.0
31.0,71106.0
31.0,68848.0
31.0,86377.0
31.0,90531.0
31.0,78039.0
31.0,136864.0
31.0,58301.0
31.0,152077.0
31.0,105954.0
31.0,103075.0
31.0,71135.0
31.0,122912.0
31.0,31364.0
31.0,135133.0
31.0,179401.0
31.0,122890.0
31.0,115877.0
31.0,84392.0
31.0,122898.0
31.0,110730.0
31.0,87520.0
31.0,175303.0
31.0,89840.0
31.0,101112.0
31.0,112897.0
31.0,8340.0
31.0,105593.0
31.0,114795.0
31.0,93272.0
31.0,74228.0
31.0,91535.0
31.0,64497.0
31.0,81417.0
31.0,140956.0
32.0,7460.0
32.0,61236.0
32.0,7115.0
32.0,26578.0
32.0,3553.0
32.0,4794.0
32.0,6214.0
32.0,32898.0
32.0,60766.0
32.0,2925.0
32.0,58425.0
32.0,714.0
32.0,3415.0
32.0,8656.0
